year,country,hospital,equipment,oem,model,sn,fix,result,notes
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Oxygen Concentrator,Invacare,IRC5PO2VAW,N/A,Electric Simple,Abandoned,Is missing a transformer. Has an unknown circuitboard problem.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Oxygen Concentrator,DeVilbiss,515KS,H49686KS,Electric Simple,Abandoned,Has an unknown circuit board problem.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Oxygen Concentrator,Respironics Inc.,1020006.0,117324.0,Power Supply,Abandoned,Does not power on.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Oxygen Concentrator,"Seeuco Electronics Technology Co., Ltd.",KS2011007,N/A,Installation/Training,Repaired,Is functional.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Oxygen Concentrator,Invacare,IRC5PO2VAW,12DSZ790027,Electric Simple,Abandoned,Has an unknown circuit board problem.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Ultrasound Machine (imaging),GE Healthcare,2270968.0,100452SM2,,Repaired,Is functional. Completed preventative maintenance.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Incubator (infant),Weyer,WY2402,42794.0,Electric Simple,Abandoned,Unknown circuit board problem.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Automatic Voltage Regulator,IEKO,IKO-1500W,N/A,Mechanical Simple,Repaired,Untangled wiring.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,"Broken extension cord, adjusted outlets."
2015,Rwanda,"Nyagatare Hospital, Nyagatare","Furniture (chairs, tables, and beds)",N/A,N/A,N/A,Mechanical Simple,Repaired,"Broken door, adjusted lock."
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Air Compressor,Ryobi,N/A,N/A,Electric Simple,Repaired,Spliced wires to cable.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Incubator (infant),Mediprema,MP5 ISIS,3555 5043,,Repaired,Completed preventative maintenance.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Phototherapy device,Neotech,nice 4000CFL,101111001397.0,Mechanical Simple,Repaired,Loose lightbulbs.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Incubator (infant),Weyer,WY2401,42811.0,Electric Simple,Abandoned,Unknown circuit board problem.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Incubator (infant),Weyer,WY2401,N/A,Mechanical Simple,Repaired,Broken door.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Aspirator/Suction Machine,Michels SA-Belgium,Medical Suction Unit,1F3.173,,Repaired,Completed preventative maintenance.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Oxygen Concentrator,Respironics Inc.,1020006.0,65544.0,Installation/Training,Repaired,Water in tubing.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Automatic Voltage Regulator,IEKO,IKO-5000W,N/A,Motor,Abandoned,Motor problems.
2015,Rwanda,"Nyagatare Hospital, Nyagatare","Autoclave (lab, surgery, and other)",N/A,N/A,N/A,Mechanical Simple,Repaired,Replaced heating element.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Automatic Voltage Regulator,SVC-2000VA,Sassin,N/A,Other,Repaired,Completed preventative maintenance.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken lightbulb replaced. Starter replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Abandoned,Starter replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Motor,Repaired,Replaced piping in toilet.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Oxygen Concentrator,Puritan Bennett,Companion 590i,1196I029039,Plumbing,Abandoned,Replaced leaky tubing. Removed corroded insulation.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Mechanical Simple,Repaired,Replaced leaky piping on toilet.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Projector,Viewsonic ,PJ560D,QUTO81102202,Mechanical Simple,Abandoned,Cleaned lenses and mirrors.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture. Replaced starter.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture. Replaced starter.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture. Replaced starter.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,"Nyagatare Hospital, Nyagatare",Other,N/A,N/A,N/A,Electric Simple,Repaired,Broken light fixture replaced.
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Pulse Oximeter,Acare,AH-M1,M21809270,Other,Repaired,Broken Cable/Sensor probe. Replacement sensor was found.
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Patient Monitor,Mindray,VS-800,BY-92110112,Other,Abandoned,Broken Cable/Sensor probe for pulse oximeter is broken.
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Patient Monitor,Mindray,VS-800,BY-92110112,Plumbing,Repaired,Leak in non invasive blood pressure cuff sleeve. Fixed using epoxy and super glue.
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,"Oven (laboratory, not kitchen)",Yamato,DKN 810,DKN811B4100016,Installation/Training,Repaired,"Incorrect overheating settings causing oven to read Error 19 (overheating). Using the manual we were able to change the settings to correct overheating temperature, and oven now works perfectly. "
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Other,Angelantoni Life Science,,LS04095,,Repaired,"Refridgerator is working, but he freezer is unable to reach set temperature. After do basic cleaning that was suggested by the service manaul, and letting any ice that had formed around the tubes thaw, the freezer now works well."
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,UPS (battery backup for computer),APC,Smart-UPS 2200,VS110138142,Other,Abandoned,"Indicates that battery needs to be replaced. Batteries were checked, and have correct voltage. Top pannel was opened and it was determined that two capicitors have been fried. "
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Ophthalmoscope (eye examination instrument) ,Zeiss,319300-9231,893638.0,Mechanical Simple,Repaired,"Loose and missing screws making slit lamp unusable. Realinged the part, and tightened screws, and found replacemnt for missing screws. "
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Washing Machine,Danube,WED25,43448.0,,Repaired,"Wahing machine was stopping mid cycle. Problem was not found, but the circuit breaker was turned off then on, and now the machine seems to work fine."
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,"Autoclave (lab, surgery, and other)",Eastern Medical ,EA-632,##,Mechanical Simple,Repaired,"Autoclave: the autoclave being used by the hospital was not heating to correct temperature and also not draining after the cycle was complete. First began by checking the filter and the tubing to see if it was clogged. The filter and tubing was cleaned, but autoclave still did not drain properly. It was determined that the electronic valve that releases the water was not functioning correctly. 

We started a cycle with the lid open to see if the heating element was working. The bottom element was not heating, making it impossible for the autoclave to sterilize. First checked power supply, and to our surprise there was sufficient power being supplied to the heating element. Using the multimeter we found that there was not continuity in the heating element.  Removed the heating element and cleaned it, but this did not fix the continuity problem. 

Our BMETs told us there was an identical autoclave in storage that was not working and had not been used in over 10 years. We tested the autoclave in storage, and found that it had a working heating element and control panel that was in much better condition. The problem was that it was missing a few parts like the electric valve, pressure release valve, back panel, and handles for opening the autoclave. It was also not getting sufficient power to the heating element and control panel. We double-checked the circuitry of the machine and found that a few of the connections had been removed, not allowing power to get to certain components. After reconnecting the cables, we were able to get power to the entire autoclave. We took the missing parts from the other autoclave, and got it to run a complete cycle! After a few tests, we can say we that we have a fully functioning autoclave for the hospital to use! 
"
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Incubator (infant),Weyer,WY2410,41265.0,Other,Repaired,"Error alarm sounding immediately once turned on. French is set language for machine. To make easier to diagnose the problem, we found out how to change the language to English in the settings menu. Once in English, it was determined that there were two error alarms going off on the incubator. The first was an indicating a low battery for the alarm. The second was indicating a malfunctioning patient sensor. This machine was one of two identical infant incubators in the room. We took the same sensor from the other incubator and tried it with the broken incubator. There was no alarm. Therefore we assumed that the sensor must be faulty. To confirm this, we plugged it into the working incubator. Surprisingly, it worked.

Low battery alarm, took out lithium battery inside machine. Turned out to be the Ram battery. The alarm battery was actually missing.  Need to replace.  Contacted the manufacturer and they gave us the exact specifications on replacing the alarm battery. 

The alarm battery is a standard Lithium battery size AA 3,6V / 2200mAh.

Low water level alarm was sounding. We simply added water to the distilled water supply. 

Ram battery error: After removing the Ram batter, and putting it back in, the machine was giving us an error. We were not able to find the fix for the error initially. Contacted the manufacturer, and they responded with. 

When the monitor is not working after replacement of the RAM battery and if the alarm is still there, the monitor must be re-initialized according to the enclosed instruction. For safety sake I also enclose a photo regarding the battery positions and a video showing the re-initialization.

Followed their instructions and now there is no ram batter error alarm.

Incubator Doors: Adhesive on doors of incubator has failed, causing the incubator to have trouble heating. In past, the technicians had used super glue to fix the problem, but that had failed as well.  Contemplated between using epoxy or drilling new holes to connect doors to machine. BMET favored driller new holes to put screws in. This was done and now door works well. 
Error alarm sounding immediately once turned on. French is set language for machine. To make easier to diagnose the problem, we found out how to change the language to English in the settings menu. Once in English, it was determined that there were two error alarms going off on the incubator. The first was an indicating a low battery for the alarm. The second was indicating a malfunctioning patient sensor. This machine was one of two identical infant incubators in the room. We took the same sensor from the other incubator and tried it with the broken incubator. There was no alarm. Therefore we assumed that the sensor must be faulty. To confirm this, we plugged it into the working incubator. Surprisingly, it worked.

Low battery alarm, took out lithium battery inside machine. Turned out to be the Ram battery. The alarm battery was actually missing.  Need to replace.  Contacted the manufacturer and they gave us the exact specifications on replacing the alarm battery. 

The alarm battery is a standard Lithium battery size AA 3,6V / 2200mAh.

Low water level alarm was sounding. We simply added water to the distilled water supply. 

Ram battery error: After removing the Ram batter, and putting it back in, the machine was giving us an error. We were not able to find the fix for the error initially. Contacted the manufacturer, and they responded with. 

When the monitor is not working after replacement of the RAM battery and if the alarm is still there, the monitor must be re-initialized according to the enclosed instruction. For safety sake I also enclose a photo regarding the battery positions and a video showing the re-initialization.

Followed their instructions and now there is no ram batter error alarm.

Incubator Doors: Adhesive on doors of incubator has failed, causing the incubator to have trouble heating. In past, the technicians had used super glue to fix the problem, but that had failed as well.  Contemplated between using epoxy or drilling new holes to connect doors to machine. BMET favored driller new holes to put screws in. This was done and now door works well. 
Error alarm sounding immediately once turned on. French is set language for machine. To make easier to diagnose the problem, we found out how to change the language to English in the settings menu. Once in English, it was determined that there were two error alarms going off on the incubator. The first was an indicating a low battery for the alarm. The second was indicating a malfunctioning patient sensor. This machine was one of two identical infant incubators in the room. We took the same sensor from the other incubator and tried it with the broken incubator. There was no alarm. Therefore we assumed that the sensor must be faulty. To confirm this, we plugged it into the working incubator. Surprisingly, it worked.

Low battery alarm, took out lithium battery inside machine. Turned out to be the Ram battery. The alarm battery was actually missing.  Need to replace.  Contacted the manufacturer and they gave us the exact specifications on replacing the alarm battery. 

The alarm battery is a standard Lithium battery size AA 3,6V / 2200mAh.

Low water level alarm was sounding. We simply added water to the distilled water supply. 

Ram battery error: After removing the Ram batter, and putting it back in, the machine was giving us an error. We were not able to find the fix for the error initially. Contacted the manufacturer, and they responded with. 

When the monitor is not working after replacement of the RAM battery and if the alarm is still there, the monitor must be re-initialized according to the enclosed instruction. For safety sake I also enclose a photo regarding the battery positions and a video showing the re-initialization.

Followed their instructions and now there is no ram batter error alarm.

Incubator Doors: Adhesive on doors of incubator has failed, causing the incubator to have trouble heating. In past, the technicians had used super glue to fix the problem, but that had failed as well.  Contemplated between using epoxy or drilling new holes to connect doors to machine. BMET favored driller new holes to put screws in. This was done and now door works well. 
"
2015,Rwanda,Ginduwe Hospical/Bushenge Hospital,Incubator (infant),David Medical Device,YP-90A,5012483.0,Mechanical Simple,Repaired,Overheating alarm was going off. Incubator was opened and the fan and heating element were very dirty. Heating element and fan was cleaned with cloth and compressed air. Infant Incubator works perfectly now. 
