country,fix,equipment,engineers,sn,oem,year,model,hospital,notes,result
Tanzania,Installation/Training,Stethoscopes,"Greg Canal, Steven McGie",,unknown,2013,,Nkoaranga,Red unlabelled. Assembled with replacements from BP cuff box from Container.,Repaired
Tanzania,Installation/Training,Stethoscopes,"Greg Canal, Steven McGie",,unknown,2013,,Nkoaranga,White. Needed assembly from parts.,Repaired
Tanzania,Installation/Training,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Greg Canal, Steven McGie",,various,2013,,Nkoaranga,"Various BP cuffs for neonates, infants, and children. To be delivered to Maternity and/or Pediatrics.",Repaired
Tanzania,Installation/Training,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Greg Canal, Steven McGie",,various,2013,,Nkoaranga,Many misc. BP cuff components. To be kept in Pharmacy. Key limiting factor preventing assembly of complete units is a lack of functioning guages.,Abandoned
Tanzania,Other,"Blood Pressure Device, Automatic (NIBP)","Greg Canal, Steven McGie",G26856,MBO,2013,HEM-50,Nkoaranga,"Found in Magodoro. Missing bulb (can be replaced), cuff (can be replaced), and some other piece, possibly an electronic stethoscope? (cannot be replaced).",Abandoned
Tanzania,Plumbing,"Blood Pressure Device, Automatic (NIBP)","Greg Canal, Steven McGie",70522074.0,Omron,2013,HEM-412C,Nkoaranga,Found in BP cuff box from Container. Inlet valve leaks.,Abandoned
Tanzania,Other,"Blood Pressure Device, Automatic (NIBP)","Greg Canal, Steven McGie",0206-M,Life,2013,5533.0,Nkoaranga,Found in BP cuff box from Container. No clear way to connect cuff or bulb to it.,Abandoned
Tanzania,Other,Glucose level kit (or glucometer),"Greg Canal, Steven McGie",3561249.0,Prestige,2013,LX,Nkoaranga,Found in BP cuff box from Container. Requires specialized battery (absent) and test strips (absent).,Abandoned
Tanzania,Mechanical Simple,Other (dental chair),"Greg Canal, Steven McGie",,dent-al-ez,2013,pl 200,Nkoaranga,Dental. Brake for rotation not able to engage. Crossbar on level found to be snapped. Replaced with Allen wrench. Verified to work.,Repaired
,Motor,Centrifuge,"Chas Frick, Dan Coughlin",Y10R-651567-YR,Medilite,2013,004580F,Luis Felipe Moncada San Carlos,broken test tube holder but otherwise good,Repaired
,Motor,Centrifuge,"Chas Frick, Dan Coughlin",unknown,unknown,2013,unknown,Luis Felipe Moncada San Carlos,added brushes for this one,Repaired
,Power Supply,Centrifuge,"Chas Frick, Dan Coughlin",unknown,unknown,2013,unknown,Luis Felipe Moncada San Carlos,"diode was dead on the board of the hematocrit centrifuge, desoldered diode from another board and works correctly",Repaired
,Other,Scales (laboratory and in wards),"Chas Frick, Dan Coughlin",3860001102.0,Pelstar,2013,386KGS-01,Luis Felipe Moncada San Carlos,added a foot to the balance,Repaired
,Other,Scales (laboratory and in wards),"Chas Frick, Dan Coughlin",unknown,unknown,2013,unknown,Luis Felipe Moncada San Carlos,calibrated and placed on a flat surface,Repaired
,Other,"Lamp, surgical","Chas Frick, Dan Coughlin",-,Cardiopumolonary instrumentation,2013,JSL2001,Luis Felipe Moncada San Carlos,replaced 2 bulbs ,Repaired
,Other,"Lamp, surgical","Chas Frick, Dan Coughlin",-,Cardiopumolonary instrumentation,2013,JSL2001,Luis Felipe Moncada San Carlos,replaced 1 bulb,Repaired
,Other,Other,"Chas Frick, Dan Coughlin",-,a stool,2013,-,Luis Felipe Moncada San Carlos,replaced a caster on the chair which was broken,Repaired
,Other,Infant Warmer (radiant or other),"Chas Frick, Dan Coughlin",NAC-19115,FANEM,2013,2051-UCI,Luis Felipe Moncada San Carlos,staff didn't know how to operate,Repaired
,Other,Other,"Chas Frick, Dan Coughlin",-,florescents,2013,-,Luis Felipe Moncada San Carlos,replaced 3 dead florescents in the ceiling with Gato,Repaired
,Other,Scales (laboratory and in wards),"Chas Frick, Dan Coughlin",F2611120342568,Ohaus,2013,V10640,Luis Felipe Moncada San Carlos,electronic and needed cleaning and calibration,Repaired
,Other,Microscope ,"Chas Frick, Dan Coughlin",2C01801,Olympus,2013,CX31RBSFA,Luis Felipe Moncada San Carlos,needed cleaning and a new bulb,Repaired
,Motor,Other,"Chas Frick, Dan Coughlin",1038.0,Teleflex,2013,Oprion Net Pro AC,Luis Felipe Moncada San Carlos,motor needed cleaning and oiling and filter was cleaned a bit,Repaired
,Electric Simple,"lamp, examination","Chas Frick, Dan Coughlin",-,-,2013,-,Luis Felipe Moncada San Carlos,added a switch to the cable for on/off capabilities,Repaired
,Other,Other,"Chas Frick, Dan Coughlin",,IV stand,2013,,Luis Felipe Moncada San Carlos,ground off rust and painted it,Repaired
,Electric Simple,"lamp, examination","Chas Frick, Dan Coughlin",-,-,2013,-,Luis Felipe Moncada San Carlos,fixed the switch that would get stuck and added a 3 prong cable plug to the 2 cable wire to make a better plug,Repaired
,Other,Scales (laboratory and in wards),"Chas Frick, Dan Coughlin",,a balance,2013,,Luis Felipe Moncada San Carlos,added two screws to make the vertical part stay upright and calibrated it,Repaired
,Other,other,"Chas Frick, Dan Coughlin",,IV stand,2013,,Luis Felipe Moncada San Carlos,"ground off rust and painted it, cleaned castors",Repaired
,Electric Simple,Water Bath (laboratory),"Chas Frick, Dan Coughlin",MTA786525322,Medatech,2013,MTPTB01,Luis Felipe Moncada San Carlos,shortened the power cord to avoid a gouge in the wire (was a certified shock hazard),Repaired
,Other,other,"Chas Frick, Dan Coughlin",,IV stand,2013,,Luis Felipe Moncada San Carlos,"ground the rust off and painted it, cleaned castors",Repaired
,Motor,Centrifuge,"Chas Frick, Dan Coughlin",unknown,unknown,2013,unknown,Luis Felipe Moncada San Carlos,needed brushes,Repaired
,Other,other,"Chas Frick, Dan Coughlin",,IV stand,2013,,Luis Felipe Moncada San Carlos,"ground the rust off and painted it, cleaned castors",Repaired
,Other,"lamp, examination","Chas Frick, Dan Coughlin",-,-,2013,-,Luis Felipe Moncada San Carlos,tightened the base for a lamp so it wouldn't wobble with custom washer,Repaired
,Other,"Lamp, surgical","Chas Frick, Dan Coughlin",,Surgi Lux,2013,,Luis Felipe Moncada San Carlos,replaced 3 bulbs after chaning connector on them,Repaired
,Other,"lamp, surgical","Chas Frick, Dan Coughlin",,Cardiopumolonary instrumentation,2013,JSL2001,Luis Felipe Moncada San Carlos,replaced 3 bulbs in the unit,Repaired
,Other,projector,"Chas Frick, Dan Coughlin",F314G470770P,Epson,2013,Powerlite 61p,Luis Felipe Moncada San Carlos,cleaned but bulbs needs replaced,Repaired
,Motor,Centrifuge,"Chas Frick, Dan Coughlin",03187/01,Orto Altresa,2013,Digicen,Luis Felipe Moncada San Carlos,needed new brushes (made from brushes gifted by a tech),Repaired
,Other,other,"Chas Frick, Dan Coughlin",,chair,2013,,Luis Felipe Moncada San Carlos,needed new foam in the seat,Repaired
,Other,other,"Chas Frick, Dan Coughlin",,chair,2013,,Luis Felipe Moncada San Carlos,needed new foam in the seat,Repaired
,Other,Scales (laboratory and in wards),"Chas Frick, Dan Coughlin",,some scale in the maternity ward,2013,,Luis Felipe Moncada San Carlos,needed the two screw in vertical part to hold on the height msuring tool tightened,Repaired
,Other,other,"Chas Frick, Dan Coughlin",,kids wheel chair,2013,,Luis Felipe Moncada San Carlos,"needed new rims and tires and tubes, we bought them and had a bike shop mount them, we also painted the hand rails",Repaired
Rwanda,Electric Simple,Aspirator/Suction Machine,"Jami Johnson, Romina del Bosque",04090840,MGE Worldwide,2013,SAM35/01010102,"Rwamagana Hospital, Rwamagana","Replaced missing tubing. Sealed ""vacuum"" port with RTV silicone.  Epoxied large (leaky) crack in collection chamber.  Power cord was broken, we resoldered and added heat shrink.  This connection was mechanically weak, so we wrapped wire tightly around for added strength and wrapped with electrical tape.  Piece of plastic connecting chamber to machine was broken, so we repaired with strong wire and zip ties.",Repaired
Rwanda,Electric Simple,Pulse Oximeter,"Jami Johnson, Romina del Bosque",0010-20-4259,MindRay,2013,512F (cord = 561A),"Rwamagana Hospital, Rwamagana",Connector was broken.  Resoldered cord to connector.,Repaired
Rwanda,Electric Simple,Incubator (infant),"Jami Johnson, Romina del Bosque",50201367.0,Mediprema,2013,N.I.T.E.,"Rwamagana Hospital, Rwamagana","Will not turn on.  When place multimeter across resistors (which look burned), starts up.  Resistors are good.  Replaced diode that was burned and now starts! Unforunately, the sensor probes are missing.",Repaired
Rwanda,Electric Simple,Other,"Jami Johnson, Romina del Bosque",,Gymna,2013,Combi 410,"Rwamagana Hospital, Rwamagana","Electrotherapy machine (also does ultrasound therapy).  The staff did not know whether the electrotherapy part was working.  Used myDAQ scope to measure intensity control vs. current output and verify accuracy of frequency and pulse width.  All features working.  Disposable electrodes working.  Reusable electrodes working, but ""pad"" was broken so that wires are exposed.  All is in good working order except one reusable electrode.",Repaired
Rwanda,Electric Simple,Aspirator/Suction Machine,"Jami Johnson, Romina del Bosque",IF3-L53,Michels SA-Belgium,2013,AP-100940-D,"Rwamagana Hospital, Rwamagana",LED power indicator was not soldered on. Switch was filled with blood and would not allow a proper connection when turned on (did not close/short the switch). After cleaning switch properly it was able to work. Also the pressure gauge did not work. After tightening the calibration screw located on the back of the pressure gauge it was functional. ,Repaired
Rwanda,Electric Simple,X-Ray Machine,"Jami Johnson, Romina del Bosque",1345,Siemens,2013,10093440.0,"Rwamagana Hospital, Rwamagana","Would not turn on.  Errors 0032 and 001 occasionally, but could bypass to get to work.  Opened up generator box (under table), and found loose connector.  Now working well with no error.  Foot pedal for table also not working (doesn't break when pedal is not depressed).  Added several layers of protoboard to back of pedal to hit electromechanical switch better.  Now working well.",Repaired
Rwanda,Electric Simple,Other,"Jami Johnson, Romina del Bosque",6536,AFGA Healthcare,2013,CP 1000,"Rwamagana Hospital, Rwamagana",Does not turn on.  Found that an entire circuit board/control card is missing!,Abandoned
Rwanda,Installation/Training,Ultrasound Machine (imaging),"Jami Johnson, Romina del Bosque",MU-18006067,Mindray,2013,DC-3,"Rwamagana Hospital, Rwamagana","Turns on and freezes at ""MindRay"" screen.  Contacted MindRay and got Windows XP and Doppler Software Recovery files.  Installed and now works! Very helpful MindRay representative: hunter.liu@mindray.com",Repaired
Rwanda,,Ultrasound Machine (imaging),"Jami Johnson, Romina del Bosque",,,2013,,"Rwamagana Hospital, Rwamagana",Certain keys are broken on Ultrasound machine keyboard,Abandoned
Rwanda,Power Supply,"Lamp, examination","Jami Johnson, Romina del Bosque",A701028,A-dec,2013,6300.0,"Rwamagana Hospital, Rwamagana","Lightbulb not working.  Dentist thought it was because a previous student plugged in to 240V, when spec'd for 110V. The transformer is broken.  Contacted Bruce Benzel (bruce.benzel@a-dec.com) at A-dec.  Now working with A-dec to get new transformer.",Abandoned
Rwanda,Electric Simple,Pulse Oximeter,"Jami Johnson, Romina del Bosque",103107001638,Choice Electronic Technology,2013,MD300,"Rwamagana Hospital, Rwamagana","Portable pulse ox (handheld computerized part), would not turn on.  Put in new batteries, but still only 1.5 V power, when should have been 6.  Cleaned corroded pad of battery pack, now works. ",Repaired
Rwanda,Electric Simple,Pulse Oximeter,"Jami Johnson, Romina del Bosque",1010029,Choice MMED,2013,M-50E03CS0(??),"Rwamagana Hospital, Rwamagana",No/broken connector.  Could not find an equivalent connector,Abandoned
Rwanda,Electric Simple,Incubator (infant),"Jami Johnson, Romina del Bosque",35533093,Mediprema,2013,MPISIS,"Rwamagana Hospital, Rwamagana","Fuse missing.  Could not find exact fuse with ""socket connection"", so replaced with a standard fuse with slightly lower current limit (100 mA instead of 125 mA).  Also sanded down corroded heating coil because was not getting hot and had been sitting for three years.  Now turned on and heats up accurately. ",Repaired
Rwanda,,Oxygen Concentrator,"Jami Johnson, Romina del Bosque",89983-1,Airsep,2013,Ultrox,"Rwamagana Hospital, Rwamagana","Two oxygen plants donated by GE are out of service due to lightning about 6 months ago.  Turns on, but the microcontroller (Mirologix 1200) does not power up.  Could get all other parts to turn on (compressor, fan, etc.) by applying secondary power directly.  Confirmed that Micrologix controller was the problem, which may have been vulnerable because ground in the room is not grounded.",Abandoned
Rwanda,,Oxygen Concentrator,"Jami Johnson, Romina del Bosque",,Airsep,2013,Ultrox,"Rwamagana Hospital, Rwamagana",Same as above,Abandoned
Rwanda,,Other,"Jami Johnson, Romina del Bosque",SN060807001,Kodak,2013,Point-of-care CR260,"Rwamagana Hospital, Rwamagana","Will turn on, but does not scan/read X-ray",Abandoned
Rwanda,Electric Simple,Fetal steth (fetoscope or  Doppler),"Jami Johnson, Romina del Bosque",XXW00HJ00310,Creative Medical,2013,PC-860B,"Rwamagana Hospital, Rwamagana",Midwife brought it to us because unit would turn on but not receive signal from transducer.  Opened and saw that connector was not ocnnected to anything.  E-mailed creative and contact Sandy Shi (shiwy@creative-sz.com) who sent back detailed pinout of connector.  Resoldered and it works!  ,Repaired
